_id,m_w,province,gender,hisprice,openid,amount,paytype,d,act,type,date,payment,icon,payall,w,remarks,m,avatarUrl,nickname,city,language,y,text,_openid,country
13dba11c5d2c8a52083928e4138ea810,07_3,,,,,30,0,15,add,out,2019-07-15,,qita,,星期一,裸眼分段工具买纱网,7,,,,,2019,其他,oFp7s0Hp1cinM-hBkAO0XchuruaM,
13dba11c5d2d893a08ac3f9d4cf8d923,07_3,,,,,2,0,16,add,out,2019-07-16,,canting,,星期二,水果,7,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
13dba11c5d2d9c8908bae9490fc9958f,07_3,,,,,200,0,16,add,out,2019-07-16,,jichengche,,星期二,交通,7,,,,,2019,交通,oFp7s0D6aV9kiWebxxl324FvphB4,
13dba11c5d2da10e08be4dac2ec190e2,07_3,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,122,0,16,add,out,2019-07-16,,qita,,星期二,其他,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
13dba11c5d2da60908c20291739bcaa4,07_3,,,,,1.2,0,16,add,out,2019-07-16,,canting,,星期二,艾灸贴,7,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
13dba11c5d2da7c608c34b204bdff938,07_3,,,,,32.8,0,16,add,out,2019-07-16,,canting,,星期二,餐饮午饭,7,,,,,2019,餐饮,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
13dba11c5d2dc2d208d871af54d1c50c,07_3,Gansu,1,,oFp7s0LdCXccf1Xii7UwxaR0fCGY,15,0,16,add,out,2019-07-16,,canting,,星期二,餐饮,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJQFgcllMics2icegkujyy52dHcicsrXqccJfhIM9mCyB8F6DScs0iaPXwencaxGIZ1ItfHDUwGfhOItQ/132,bEst~ ,Gansu_Jiuquan,zh_CN,2019,餐饮,oFp7s0LdCXccf1Xii7UwxaR0fCGY,China
13dba11c5d2ea4e8093a59ee101a34a5,07_3,,,,,66,0,17,add,out,2019-07-17,,canting,,星期三,蛋糕,7,,,,,2019,餐饮,oFp7s0NsX1rkr7Y_iJ9PJz2FCFVI,
13dba11c5d2f318709a94f001960fe62,07_3,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,50,0,17,add,out,2019-07-17,,gouwu,,星期三,百麻,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,购物,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
13dba11c5d303ed90a291c442be6dbfc,07_3,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,539,0,18,add,out,2019-07-18,,qita,,星期四,其他,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
13dba11c5d30438b0a2c8f2354f06e65,07_3,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,45,0,18,add,out,2019-07-18,,qita,,星期四,其他,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
13dba11c5d30924e0a6cb8f64edcb2ec,07_3,,,,,10.99,0,18,add,out,2019-07-18,,qita,,星期四,其他,7,,,,,2019,其他,oFp7s0JZbeXXrHiibtT8V00nEQlc,
13dba11c5d3122c40a914a8437904e87,07_3,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,28,0,19,add,out,2019-07-19,,qita,,星期五,其他,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
13dba11c5d3129bc0a95de033d63e4ae,07_3,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,92,0,19,add,out,2019-07-19,,qita,,星期五,其他,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
13dba11c5d31511b0ab45bff10aa838c,07_3,,,,,15,0,19,add,out,2019-07-19,,qita,,星期五,食堂午饭,7,,,,,2019,其他,oFp7s0JZbeXXrHiibtT8V00nEQlc,
13dba11c5d3171f40acca3a352fbb481,07_3,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,50,0,19,add,out,2019-07-19,,shuidianbiaochaobiao,,星期五,水电,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,水电,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
13dba11c5d3298150b72f26f0272aaf4,07_3,Gansu,1,,oFp7s0LdCXccf1Xii7UwxaR0fCGY,18,0,20,add,out,2019-07-20,,canting,,星期六,餐饮,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJQFgcllMics2icegkujyy52dHcicsrXqccJfhIM9mCyB8F6DScs0iaPXwencaxGIZ1ItfHDUwGfhOItQ/132,bEst~ ,Gansu_Jiuquan,zh_CN,2019,餐饮,oFp7s0LdCXccf1Xii7UwxaR0fCGY,China
13dba11c5d32984b0b7323850328f36f,07_3,Gansu,1,,oFp7s0LdCXccf1Xii7UwxaR0fCGY,13,0,20,add,out,2019-07-20,,canting,,星期六,餐饮,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJQFgcllMics2icegkujyy52dHcicsrXqccJfhIM9mCyB8F6DScs0iaPXwencaxGIZ1ItfHDUwGfhOItQ/132,bEst~ ,Gansu_Jiuquan,zh_CN,2019,餐饮,oFp7s0LdCXccf1Xii7UwxaR0fCGY,China
13dba11c5d329c390b76e7786a3b14a1,07_3,,,,,3.5,0,20,add,out,2019-07-20,,qita,,星期六,早饭 土豆丝烧饼,7,,,,,2019,其他,oFp7s0JZbeXXrHiibtT8V00nEQlc,
13dba11c5d329c4a0b76f74c657396f3,07_3,,,,,15.5,0,20,add,out,2019-07-20,,qita,,星期六,食堂午饭,7,,,,,2019,其他,oFp7s0JZbeXXrHiibtT8V00nEQlc,
13dba11c5d32a2ad0b7d79557b365b6c,07_3,Chongqing,2,,oFp7s0MVSR4wo0NrHint8nt4PLbw,146,0,20,add,out,2019-07-20,,qita,,星期六,其他周花,7,https://wx.qlogo.cn/mmopen/vi_32/PwG8fhkEv9IXnHnqD98ZhwKnUQcytia4QjthGuZeUMsTRkyQIgHw7oC3yxQqN75PFadqwVZQfrpYV5X9j3bOHUA/132,遥遥,Chongqing_Yuzhong,zh_CN,2019,其他,oFp7s0MVSR4wo0NrHint8nt4PLbw,China
13dba11c5d32b6dc0b8ff26b0b9946be,07_3,,,,,7,0,19,add,out,2019-07-19,,canting,,星期五,餐饮水,7,,,,,2019,餐饮,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
13dba11c5d32e2a50bb4a9282857331e,07_3,,,,,920,0,20,add,in,2019-07-20,,qian,,星期六,薪资,7,,,,,2019,薪资,oFp7s0P1WEkcJH5I4HsVrEW--Iok,
13dba11c5d32fceb0bca289b5d732834,07_3,,,,,43,0,20,add,out,2019-07-20,,canting,,星期六,吃火锅,7,,,,,2019,餐饮,oFp7s0LEq9dB6o2gZH1gfXcgkjhs,
13dba11c5d32fcfd0bca37a9751c1305,07_3,,,,,3300,0,20,add,in,2019-07-20,,qian,,星期六,薪资,7,,,,,2019,薪资,oFp7s0LEq9dB6o2gZH1gfXcgkjhs,
13dba11c5d32fd310bca63566cbea1fc,07_3,,,,,117,0,20,add,out,2019-07-20,,qita,,星期六,给我爸爸买鞋,7,,,,,2019,其他,oFp7s0LEq9dB6o2gZH1gfXcgkjhs,
13dba11c5d3311170bdcee5e72364df2,07_3,,,,,131,0,20,add,out,2019-07-20,,qinzi,,星期六,育儿衣服 辅食,7,,,,,2019,育儿,oFp7s0Mi08TqBr5svh--oJpAwxQ8,
13dba11c5d3311940bdd6d962fe7e92f,07_3,,,,,31,0,20,add,out,2019-07-20,,xuexi,,星期六,学习书包,7,,,,,2019,学习,oFp7s0Mi08TqBr5svh--oJpAwxQ8,
13dba11c5d3405530c5aa9114c7c006f,07_3,,,,,38,0,21,add,out,2019-07-21,,qita,,星期日,coco 酸辣粉 明珠吃,7,,,,,2019,其他,oFp7s0JZbeXXrHiibtT8V00nEQlc,
13dba11c5d3436b20c82a52b6eddd014,07_3,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,1980,0,21,add,out,2019-07-21,,qita,,星期日,EGF大套盒（买一送一）,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,其他,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
13dba11c5d3456d80c9d54274d21458b,07_3,,,,,104,0,21,add,out,2019-07-21,,canting,,星期日,餐饮晚饭,7,,,,,2019,餐饮,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
13dba11c5d34fd570cdf03de1d43cb2e,07_4,,,,,10,0,22,add,out,2019-07-22,,shouji,,星期一,话费,7,,,,,2019,通讯,oFp7s0NsX1rkr7Y_iJ9PJz2FCFVI,
13dba11c5d3565a20d2be7d119f6ade2,07_4,Chongqing,2,,oFp7s0MVSR4wo0NrHint8nt4PLbw,900,0,22,add,in,2019-07-22,,qita,,星期一,其他东原商业半年会气球150个,7,https://wx.qlogo.cn/mmopen/vi_32/PwG8fhkEv9IXnHnqD98ZhwKnUQcytia4QjthGuZeUMsTRkyQIgHw7oC3yxQqN75PFadqwVZQfrpYV5X9j3bOHUA/132,遥遥,Chongqing_Yuzhong,zh_CN,2019,其他,oFp7s0MVSR4wo0NrHint8nt4PLbw,China
13dba11c5d3565e80d2c1eae53c7804a,07_4,Chongqing,2,,oFp7s0MVSR4wo0NrHint8nt4PLbw,589,0,22,add,out,2019-07-22,,qita,,星期一,其他东原气球加氦气3罐,7,https://wx.qlogo.cn/mmopen/vi_32/PwG8fhkEv9IXnHnqD98ZhwKnUQcytia4QjthGuZeUMsTRkyQIgHw7oC3yxQqN75PFadqwVZQfrpYV5X9j3bOHUA/132,遥遥,Chongqing_Yuzhong,zh_CN,2019,其他,oFp7s0MVSR4wo0NrHint8nt4PLbw,China
14dc756e5d1097d900125d6d4d1c3705,06_5,,,,,11,0,24,add,out,2019-06-24,,canting,,星期一,餐饮苹果 黄瓜,6,,,,,2019,餐饮,oFp7s0Mi08TqBr5svh--oJpAwxQ8,
14dc756e5d10ace9001f091a497cef5b,06_5,,,,,6,0,24,add,out,2019-06-24,,canting,,星期一,餐饮,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d10b4950023eb7c4c525128,06_5,,,,,13,0,24,add,out,2019-06-24,,gouwu,,星期一,西瓜，油桃,6,,,,,2019,购物,oFp7s0D7D4cJLHPwuOGbEJVkhoBI,
14dc756e5d10b4aa0023f86110c12747,06_5,,,,,10,0,24,add,out,2019-06-24,,jichengche,,星期一,家长会坐车,6,,,,,2019,交通,oFp7s0D7D4cJLHPwuOGbEJVkhoBI,
14dc756e5d11712b0064a1a20169d42c,06_5,,,,,8,0,25,add,out,2019-06-25,,canting,,星期二,餐饮早饭,6,,,,,2019,餐饮,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
14dc756e5d11bc0e008b952e23509e67,06_5,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,5,0,25,add,out,2019-06-25,,canting,,星期二,早餐,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,餐饮,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
14dc756e5d11f74d00ac637d0dda7e90,06_5,,,,,8,0,25,add,out,2019-06-25,,canting,,星期二,餐饮,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d12056800b539ca757b34d0,06_5,,,,,185,0,25,add,out,2019-06-25,,daikuanfuwu,,星期二,还贷款,6,,,,,2019,还贷款,oFp7s0D6aV9kiWebxxl324FvphB4,
14dc756e5d12111900bd37f44201214b,06_5,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,22,0,25,add,out,2019-06-25,,gouwu,,星期二,购物,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,购物,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
14dc756e5d12311700d5af8b62d45ded,06_5,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,70,0,25,add,out,2019-06-25,,qita,,星期二,其他,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
14dc756e5d125a3c00e44c0f194a4ee1,06_5,,,,,8,0,26,add,out,2019-06-26,,canting,,星期三,餐饮,6,,,,,2019,餐饮,oFp7s0D6aV9kiWebxxl324FvphB4,
14dc756e5d131ca401258f410eb473a5,06_5,,,,,17.97,0,26,add,out,2019-06-26,,qita,,星期三,其他顶丝,6,,,,,2019,其他,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
14dc756e5d133df7013867a262f84d8a,06_5,Tasmania,2,,oFp7s0KNoPwbvH_0Z7I9RMy1nfXQ,840,0,26,add,out,2019-06-26,,jichengche,,星期三,加气,6,https://wx.qlogo.cn/mmopen/vi_32/Pqa4NmPZjgu3YKD8OQwTSXtqwiahRibCq3stwlfLs8zjGbS7y5t0QwHhwGmAL7SiaYiblD4UXLK4WCicavLwiaXEbcibQ/132,😘王家菇凉😘,Tasmania_Devonport,zh_CN,2019,交通,oFp7s0KNoPwbvH_0Z7I9RMy1nfXQ,Australia
14dc756e5d13519d0144623e32dd4f6e,06_5,Hainan,2,,oFp7s0FlctHzwfu86xnk12jcg_HE,35,0,26,add,out,2019-06-26,,canting,,星期三,餐饮,6,https://wx.qlogo.cn/mmopen/vi_32/DZU3YcDibrMVicd6Ehp8MCcw9T8sJzpE0uw707U9kSD471cEPngLN6iaqWLA5s83dTUdHYGfdqAthOYNMpUYrL3uA/132,🤤,Hainan_Haikou,zh_CN,2019,餐饮,oFp7s0FlctHzwfu86xnk12jcg_HE,China
14dc756e5d137060015a19333185b22c,06_5,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,68,0,26,add,out,2019-06-26,,qita,,星期三,其他,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
14dc756e5d13728e015bdb1c69a354d1,06_5,Gansu,2,,oFp7s0CdZQMTdFaWYuNON0hFY4i0,250,0,26,add,out,2019-06-26,,canting,,星期三,餐饮,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKtPuJTeoPE8FGJqqY45okbeEnF5icHXU3nnFCGLIRibBKFCia4ic9O8h7BTzkuQTPoD8MsR38qlIKOlQ/132,Aimee💋韩式半永久💋甜子,Gansu_Jiuquan,zh_CN,2019,餐饮,oFp7s0CdZQMTdFaWYuNON0hFY4i0,China
14dc756e5d137299015be3db7ae48848,06_5,Gansu,2,,oFp7s0CdZQMTdFaWYuNON0hFY4i0,50,0,26,add,out,2019-06-26,,chongwugou,,星期三,宠物,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKtPuJTeoPE8FGJqqY45okbeEnF5icHXU3nnFCGLIRibBKFCia4ic9O8h7BTzkuQTPoD8MsR38qlIKOlQ/132,Aimee💋韩式半永久💋甜子,Gansu_Jiuquan,zh_CN,2019,宠物,oFp7s0CdZQMTdFaWYuNON0hFY4i0,China
14dc756e5d1372c1015c0567233380bf,06_5,Gansu,2,,oFp7s0CdZQMTdFaWYuNON0hFY4i0,35,0,25,add,out,2019-06-25,,canting,,星期二,鸡爪,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKtPuJTeoPE8FGJqqY45okbeEnF5icHXU3nnFCGLIRibBKFCia4ic9O8h7BTzkuQTPoD8MsR38qlIKOlQ/132,Aimee💋韩式半永久💋甜子,Gansu_Jiuquan,zh_CN,2019,餐饮,oFp7s0CdZQMTdFaWYuNON0hFY4i0,China
14dc756e5d13dc07017b8ba8632d6091,06_5,Tasmania,2,,oFp7s0KNoPwbvH_0Z7I9RMy1nfXQ,1014,0,27,add,out,2019-06-27,,jichengche,,星期四,加气,6,https://wx.qlogo.cn/mmopen/vi_32/Pqa4NmPZjgu3YKD8OQwTSXtqwiahRibCq3stwlfLs8zjGbS7y5t0QwHhwGmAL7SiaYiblD4UXLK4WCicavLwiaXEbcibQ/132,😘王家菇凉😘,Tasmania_Devonport,zh_CN,2019,交通,oFp7s0KNoPwbvH_0Z7I9RMy1nfXQ,Australia
14dc756e5d1433710199ca2d30bdd41c,06_5,,,,,4.8,0,27,add,out,2019-06-27,,canting,,星期四,短袖,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d1445eb01a4611b3b02c95a,06_5,,,,,13,0,27,add,out,2019-06-27,,canting,,星期四,麻辣拌,6,,,,,2019,餐饮,oFp7s0D7D4cJLHPwuOGbEJVkhoBI,
14dc756e5d1479e801c2662f214fe62f,06_5,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,100,0,27,add,out,2019-06-27,,shouji,,星期四,通讯,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,通讯,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
14dc756e5d14a12e01da3cbc7cc1cf3b,06_5,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,772,0,27,add,out,2019-06-27,,qita,,星期四,其他,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
14dc756e5d14a23e01daef9f032a1004,06_5,,,,,14,0,27,add,out,2019-06-27,,canting,,星期四,餐饮菜,6,,,,,2019,餐饮,oFp7s0Mi08TqBr5svh--oJpAwxQ8,
14dc756e5d14a4cd01dc91e323e89063,06_5,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,89,0,27,add,out,2019-06-27,,qita,,星期四,其他,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
14dc756e5d14a6ba01ddcdb27a88d129,06_5,,,,,10,0,27,add,out,2019-06-27,,juanzhi,,星期四,口罩,6,,,,,2019,日用,oFp7s0L8XTyDRPRm5oW7DdPbOsKM,
14dc756e5d156f8a0226f3175c4da918,06_5,,,,,39,0,27,add,out,2019-06-27,,canting,,星期四,餐饮午饭,6,,,,,2019,餐饮,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
14dc756e5d15f4e10275deb23b2859ab,06_5,,,,,6,0,28,add,out,2019-06-28,,canting,,星期五,水果,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d16171a028fb1d3577c994e,06_5,,,,,12.9,0,28,add,out,2019-06-28,,qita,,星期五,手机壳,6,,,,,2019,其他,oFp7s0NsX1rkr7Y_iJ9PJz2FCFVI,
14dc756e5d16a60b02b69ca047a2d2d8,06_5,,,,,49,0,29,add,out,2019-06-29,,gouwu,,星期六,榨汁机,6,,,,,2019,购物,oFp7s0D7D4cJLHPwuOGbEJVkhoBI,
14dc756e5d16ab5902b8b2a44664152c,06_5,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,5,0,26,add,out,2019-06-26,,canting,,星期三,餐饮,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,餐饮,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
14dc756e5d16ab6c02b8ba0b4e8f6700,06_5,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,5,0,29,add,out,2019-06-29,,canting,,星期六,餐饮,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,餐饮,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
14dc756e5d16db5a02d281ad74f648eb,06_5,,,,,5,0,29,add,out,2019-06-29,,canting,,星期六,餐饮,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d171aa802feafca683536ac,06_5,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,64,0,29,add,out,2019-06-29,,jichengche,,星期六,温州来回,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,交通,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
14dc756e5d1737df031220da6ad76ca5,06_5,,,,,6,0,29,add,out,2019-06-29,,canting,,星期六,餐饮,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d173835031257f660b405f3,06_5,Zhejiang,2,,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,10,0,29,add,out,2019-06-29,,canting,,星期六,晚饭,6,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJgQa3piapB6uy8ky8ooJUz2yskNR9xLGgoPkzCC57ibPAS3f3z67ib6CxnXnoYKK5ickadThwHrbKUzQ/132,Ｍａy·Ｚ,Zhejiang_Wenzhou,zh_CN,2019,餐饮,oFp7s0HUJFEbT8kGGBhD-dMuW3Sk,China
14dc756e5d1745f8031b3e9042999d60,06_5,,,,,25,0,29,add,out,2019-06-29,,canting,,星期六,地摊,6,,,,,2019,餐饮,oFp7s0D7D4cJLHPwuOGbEJVkhoBI,
14dc756e5d17859303491e3f1cd73c19,06_5,,,,,200,0,29,add,out,2019-06-29,,qita,,星期六,其他,6,,,,,2019,其他,oFp7s0D6aV9kiWebxxl324FvphB4,
14dc756e5d18215f0371263136fd122a,06_5,,,,,28,0,30,add,out,2019-06-30,,canting,,星期日,餐饮菜,6,,,,,2019,餐饮,oFp7s0Mi08TqBr5svh--oJpAwxQ8,
14dc756e5d18255f03739ace5e959bd0,06_5,,,,,249,0,30,add,out,2019-06-30,,yiliao,,星期日,医院,6,,,,,2019,医疗,oFp7s0D7D4cJLHPwuOGbEJVkhoBI,
14dc756e5d18935503b8e8de16624e54,06_5,,,,,4,0,30,add,out,2019-06-30,,canting,,星期日,餐饮,6,,,,,2019,餐饮,oFp7s0P8kXynVAsHx6v_PHNPcHrY,
14dc756e5d1952c003fc626e26a84bed,06_5,,,,,5,0,30,add,out,2019-06-30,,tingchechang,,星期日,停车,6,,,,,2019,停车,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
14dc756e5d1952d403fc69a64ba35c1c,06_5,,,,,30,0,30,add,out,2019-06-30,,canting,,星期日,餐饮杏,6,,,,,2019,餐饮,oFp7s0IYIxK4mEqRtFBvwV5rNSsE,
14dc756e5d1970c3040a569b5b0f3a5c,07_1,,,,,4589,0,1,add,in,2019-07-01,,qita,,星期一,6月份余额,7,,,,,2019,其他,oFp7s0D6aV9kiWebxxl324FvphB4,
14dc756e5d1987ee04178ab07fdbd2a6,07_1,Shanghai,1,,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,5,0,1,add,out,2019-07-01,,qita,,星期一,其他,7,https://wx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIzSeoGepp5mB13ngI677Aic2Erc6eELFN1FvXzI7zSFpxpfPyXic3iaZFnicPeJzWx3sfe1wBFVibibTzA/132,上海如凯物流--李冬飞,Shanghai_Jinshan,zh_CN,2019,其他,oFp7s0F3uC3dVyzQ13pNd-ZjKQRQ,China
